"ID","Issue","Product","Type","Status","Title","Impact","Source","Date reported","HighLevel response","URL"
"COMM-002","10","Communities","UX","New","Allow immediate Community access when manual approval is unnecessary","Not assessed","D:\Zoom\2026-05-22 18.49.18 Product Town Hall\meeting_saved_new_chat.txt","2026-05-22","No implementation or response established.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/10"
"COMM-003","11","Communities / Courses","Branding","New","Support light and dark logos across member-facing products","Not assessed","D:\Zoom\2026-05-22 18.49.18 Product Town Hall\meeting_saved_new_chat.txt","2026-05-22","No general cross-surface implementation verified.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/11"
"COMM-004","12","Communities / Client Portal","UX","New","Keep member profile identity and navigation consistent","Not assessed","D:\Zoom\2026-05-06 17.15.04 Product Town Hall\meeting_saved_new_chat.txt","2026-05-06","No completion verified.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/12"
"COURSE-001","13","Courses","Feature","Planned","Preview lessons inside a paid course","","","","On 2026-04-14, a HighLevel representative said the Free Preview Option was in the roadmap and would be prioritized for Q3 2026. Ivo was still asking for free lessons on 2026-06-19. The documentation checked on 2026-09-25 confirms free offers and curriculum previews, but does not confirm unlocked previews inside a paid course. Delivery is unverified.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/13"
"EMAIL-001","14","Email / Domains","Feature","New","Provide a native inbox and better deliverability for HighLevel domains","Not assessed","D:\Zoom\2026-05-01 17.41.46 Product Town Hall\meeting_saved_new_chat.txt","2026-05-01","No resolution recorded for the domain inbox and deliverability gaps.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/14"
"EMAIL-002","15","Email / Contacts","UX","New","Make unsubscribe, DND, and renewed consent states clear","Not assessed","D:\Zoom\2026-05-06 17.15.04 Product Town Hall\meeting_saved_new_chat.txt","2026-05-06","No fix established in the messages reviewed.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/15"
"EMAIL-003","16","Email / Smart Lists","Filtering","New","Filter email recipients by opens and clicks within a date window","Not assessed","D:\Zoom\2026-06-15 17.58.36 Product Town Hall\meeting_saved_new_chat.txt","2026-06-15","No resolution recorded.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/16"
"EMAIL-004","68","Ask AI / Email","Reliability","New","Do not silently generate empty email subject or body fields","Medium","D:\Zoom\2026-07-13 18.51.54 Product Town Hall\meeting_saved_new_chat.txt","2026-07-13","No fix was verified in the matched source. Keep the item open until a reproducible example confirms the current behavior.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/68"
"FORMS-001","17","Forms / Surveys / Quizzes","UX","New","Apply contact tags directly on form and survey submission","Not assessed","D:\Zoom\2026-07-10 17.38.15 Product Town Hall\meeting_saved_new_chat.txt","2026-07-10","No response or resolution established.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/17"
"INVOICE-001","18","Invoices / Documents","Customization","Planned","Customize invoices and use customer-entered VAT/company details","Not assessed","D:\Zoom\2026-04-14 17.58.58 Product Town Hall\meeting_saved_new_chat.txt","2026-04-14","HighLevel discussed pixel-level document customization and custom values for receipts; Ivo still reported the gap in July. Delivery unverified.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/18"
"MEDIA-001","19","Media Storage","File support","New","Support Markdown files in Media Storage","Not assessed","D:\Zoom\2026-08-20 18.52.57 Product Town Hall\meeting_saved_new_chat.txt","2026-08-20","No platform response recorded.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/19"
"MR-002","44","Meeting Room","UX","Planned","Show active sessions from every entry point","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","HighLevel will also account for consistently showing active sessions started through non-Calendar Meeting Room flows.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/44"
"MR-003","45","Meeting Room","Feature","Planned","Separate reusable rooms from session occurrences","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","HighLevel is moving toward reusable Room configuration separated from individual Sessions/Occurrences, each with its own schedule, access, participants, attendance, recording, transcript, and analytics.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/45"
"MR-005","46","Meeting Room","Feature","Planned","Create instant or scheduled meetings from the manager","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","Calendar supports appointment-specific meetings today. Instant Meeting and Schedule Meeting inside Meeting Room are planned; access/security will be configurable per meeting.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/46"
"MR-006","20","Meeting Room","UX","Acknowledged","Persistent participant/host defaults per room","","","","HighLevel agrees host controls should have reusable defaults with per-session overrides; feedback noted.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/20"
"MR-007","21","Meeting Room","Feature","Acknowledged","Unified recording → transcript → AI post-meeting flow","","","","HighLevel agrees recording, transcription, AI summaries, and post-meeting processing should work as one configurable flow; feedback noted.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/21"
"MR-101","47","Platform","Feature","Planned","Create and select meetings inline from other product areas","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","Inline Meeting Room integrations are the direction; the team targeted this flow for the following week.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/47"
"MR-102","48","Meeting Room","Feature","Planned","Save and reuse meeting presets","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","HighLevel plans different presets based on meeting type/use case.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/48"
"MR-103","49","Calendars","Feature","Planned","Use native Meeting Room sessions in Calendars","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","Planned Calendar integration maps each appointment to its own Meeting Session.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/49"
"MR-104","50","Courses / Communities / Events","Feature","Planned","Return session outcomes to the product that launched it","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","HighLevel intends to preserve source product context and return session data to Communities, Courses, Events, and related products.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/50"
"MR-105","22","Meeting Room","Feature","Acknowledged","Team-owned rooms and broader preassigned roles","","","","Co-hosts are supported today. Team-owned rooms, preassigned roles, and authorized teammates independently starting/managing meetings are acknowledged broader feedback.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/22"
"MR-106","51","CRM","Feature","Planned","Connect sessions and attendees to CRM records","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","Attendance, recordings, transcripts, AI notes, and engagement data are already planned for integration with relevant CRM entities.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/51"
"MR-107","52","Workflows","Feature","Planned","Trigger Workflows from meeting activity","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","Meeting/session events are already planned for Workflows to trigger follow-ups and automations.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/52"
"MR-108","23","Meeting Room","Feature","Acknowledged","Full attendee-facing white-label control","","","","HighLevel noted the feedback and will account for broader white-label customization across attendee-facing Meeting Room experiences.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/23"
"MR-120","24","Platform","Platform","New","Platform-wide Translation & Label Manager","","","","HighLevel says a platform-wide Translation & Label Manager belongs at platform level; Meeting Room can consume it when available. Still a new platform-level request.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/24"
"MR-121","70","Platform","Localization","Acknowledged","Use the centralized translation system for Meeting Room labels","Medium","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","HighLevel agreed Meeting Room should consume the centralized platform system once it is available. Acknowledged; delivery timing is not stated.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/70"
"MR-140","25","Meeting Room","Feature","Acknowledged","Recording Hub as an organized asset library","","","","HighLevel agrees recordings should become reusable assets; folders/collections, search, permissions, ownership, and retention are useful.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/25"
"MR-141","26","Meeting Room","Feature","Acknowledged","Use recordings directly across HighLevel","","","","HighLevel intends recordings to be reusable across its products, including sharing or attaching them to relevant entities.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/26"
"MR-142","27","Meeting Room","Feature","Planned","Share a recording directly with a contact/client in Client Portal","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-05-22","Native secure recording sharing with contacts/clients is aligned with HighLevel plan; no date was given.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/27"
"MR-143","28","Meeting Room","Feature","Acknowledged","Basic recording cleanup/editing","","","","HighLevel noted trimming, clips, thumbnails, captions/transcript editing, and export controls as useful additions.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/28"
"MR-144","53","Meeting Room","Feature","Acknowledged","Offer optional audio-only or separate-track exports for regular meetings","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","HighLevel prioritizes reliable final audio mix/capture. Separate logical audio tracks/exports are useful feedback and will be evaluated separately.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/53"
"MR-146","54","Meeting Room","Feature","New","Rename recordings in the Recordings Hub","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-05-22","No response to the rename request was recorded in the matched Zoom chat. Direct client sharing remains tracked in MR-142 to avoid duplicate issues.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/54"
"MR-160","30","Meeting Room","Feature","Acknowledged","Webinar stage/backstage roles","","","","HighLevel agrees webinars need dedicated roles and stage/audience behavior distinct from standard meetings.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/30"
"MR-161","31","Meeting Room","Feature","Acknowledged","Dedicated Q&A separate from chat","","","","HighLevel agrees dedicated Q&A differs from regular chat and has noted the requirement.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/31"
"MR-162","32","Meeting Room","Feature","Acknowledged","Polls, quizzes and pinned resources","","","","HighLevel agrees polls, quizzes, and resources are valuable and will consider them in broader interactive meeting/webinar capabilities.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/32"
"MR-163","33","Meeting Room","Feature","Acknowledged","Play videos/media natively inside the room","","","","HighLevel agrees native slide/video/media presentation could improve quality and reliable audio capture; feedback noted.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/33"
"MR-164","34","Meeting Room","Feature","Acknowledged","Scheduled automated / simulive webinars","","","","HighLevel will consider simulive/automated webinars as part of the webinar roadmap.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/34"
"MR-165","35","Meeting Room","Feature","Acknowledged","Timed webinar actions","","","","HighLevel agrees timed CTAs, offers, polls, resources, redirects, and workflow triggers are valuable.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/35"
"MR-201","36","Meeting Room","Feature","Acknowledged","Breakout rooms","","","","HighLevel has considered breakout rooms; they are not required for initial rollout but fit the next layer.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/36"
"MR-202","71","Meeting Room","Feature","Acknowledged","Add a collaborative whiteboard and shared notes","Medium","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","HighLevel described these capabilities as useful and said they can be considered as an additional collaboration capability. Acknowledged; no delivery commitment.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/71"
"MR-203","37","Meeting Room","Feature","Acknowledged","Real-time translated captions","","","","HighLevel says live transcription/captions already exist in Meeting AI; translated captions would be an additional capability.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/37"
"MR-204","55","Meeting Room","Feature","Planned","Support RTMP broadcasting from Meeting Room","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","RTMP streaming is already in HighLevel plan for supported external destinations.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/55"
"MR-205","38","Meeting Room","Feature","Acknowledged","Phone dial-in / SIP access","","","","HighLevel noted dial-in as an additional access option for businesses needing traditional phone participation.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/38"
"MR-206","39","Meeting Room","UX","Acknowledged","Host-side live quality/network diagnostics","","","","PreJoin checks devices. A broader host-side quality/network diagnostics dashboard is acknowledged useful feedback.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/39"
"MR-207","40","Meeting Room","UX","Acknowledged","Mobile PiP / background behavior","","","","HighLevel agrees mobile joining and resilient reconnection matter; picture-in-picture and improved background behavior are useful additions.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/40"
"MR-208","41","Meeting Room","UX","Acknowledged","Accessibility across the full Meeting Room flow","","","","HighLevel agrees keyboard navigation, screen-reader support, focus management, captions, and contrast should be considered across Meeting Room.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/41"
"MR-209","56","Meeting Room","Feature","Planned","Connect session analytics to source and conversion reporting","Not assessed","ChatGPT beta feedback conversation; sources/highlevel-meeting-room-response-2026-09-25.md","2026-09-25","Deeper session, attendance, engagement, recording, transcript, and later source/conversion/revenue reporting is already a major part of HighLevel plan.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/56"
"MR-210","42","Meeting Room","Platform","Acknowledged","API/webhooks for meeting objects and events","","","","HighLevel agrees rooms, sessions, participants, recordings, transcripts, and engagement events should be exposed through APIs/webhooks.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/42"
"ORDERS-001","57","Funnels / Stores / Workflows","Data","New","Expose order identifiers and metadata in exports and Workflows","Not assessed","D:\Zoom\2026-09-17 18.34.16 Product Town Hall\meeting_saved_new_chat.txt","2026-09-17","No response or implementation established.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/57"
"PLATFORM-001","58","Platform","Localization","New","Use regional timezone, week start, and 24-hour time consistently","Not assessed","D:\Zoom\2026-04-14 17.58.58 Product Town Hall\meeting_saved_new_chat.txt","2026-04-14","No confirmed platform-wide completion recorded.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/58"
"PLATFORM-002","59","Platform / Builders","UX","New","Make shared brand assets work across builders","Not assessed","D:\Zoom\2026-05-06 17.15.04 Product Town Hall\meeting_saved_new_chat.txt","2026-05-06","Some individual customizers exist; universal integration is not verified.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/59"
"REPORT-001","60","Reporting","Feature","New","Make data tables and dashboards configurable and exportable","Not assessed","D:\Zoom\2026-05-08 19.05.03 Product Town Hall\meeting_saved_new_chat.txt","2026-05-08","Other table/reporting needs remain open.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/60"
"REPORT-002","61","Reporting / Finance","Feature","New","Build a configurable finance dashboard from account data","Not assessed","D:\Zoom\2026-05-08 19.05.03 Product Town Hall\meeting_saved_new_chat.txt","2026-05-08","No complete native equivalent verified.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/61"
"SAAS-001","62","SaaS Mode / Billing","Pricing UX","New","Support time-limited SaaS offers and clear add-on proration","Not assessed","D:\Zoom\2026-04-29 17.28.48 Product Town Hall\meeting_saved_new_chat.txt","2026-04-29","No resolved workflow recorded.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/62"
"TASK-001","63","Tasks / Helpdesk","UX","New","Make tasks visible from mobile and Helpdesk","Not assessed","D:\Zoom\2026-07-31 17.36.28 Product Town Hall\meeting_saved_new_chat.txt","2026-07-31","No delivery status recorded.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/63"
"TRACKING-001","64","Forms / Surveys / Funnels / Stores","Integrations","New","Manage tracking pixels and events consistently across builders","Not assessed","D:\Zoom\2026-07-10 17.38.15 Product Town Hall\meeting_saved_new_chat.txt","2026-07-10","No direct response or resolution recorded.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/64"
"WEB-001","65","Webinars / Community Events","UX","New","Let webinar guests join without creating a Community account","","","","No direct response was found in the matching Zoom chat. Current Community Event documentation describes attendee access through signed-in Communities; anonymous guest access through a Personal Meeting Link was not verified.","https://github.com/IvoDimitrovPro/GHL-Feedback-Hub-Starter/issues/65"
